,name,price,review_cnt,link
10,해남 세척 꿀 고구마 베니하루카 3kg 5kg 10kg,"9,900원
배송비
무료","62,825",https://cr.shopping.naver.com/adcr.nhn?x=ylhSSP0R0spEd%2BJAAIbf1f%2F%2F%2Fw%3D%3Dsw%2BHc3ENah0itAxSDDnnqBfZclo0BtaMyKgjnaZbRsraL00Wmf%2Bc%2FkOFzXHXxNt3OqOW50UojM9ddlvhp%2BO1QiR4pza8ebIOIXPrPsGGS95ek6v2w9jBqMGR4TTsgYaQnAKZvXp3oebSdy28g02tHiWK5zfsOJZQDQYjwG9Mpee%2BRmzTVsgYouZYD2cMk0sG%2Fa7kKGQXs2iiK5wAJrZGk7%2Ba0O2TX7GIDZW3de8vjU8wzsGsdZbp9x3i0euKTYMMKvhbw9XahTeoSxYTNHlORYRm2RMr2oJ5miHMfNZQcgUCAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2FfGbCYsBZB%2BluqiXXH1g3aFQT17zIMiXcBlxhXe9v46dJjoIw4cB9IIbrIIjBmPNcqX8GEjkibMwPz3vjB%2FKEy7N81WjUpxJVJrN5mDsz4BpS4zVRj%2Fj3egXlJF%2FZqh0GuwN%2FZ0jcEmcns%2Fw69YAvR7umxbbPn1enQgUt5wkmBE%2FxbKPp%2BcntnE9lfL3HK6f6%2FgvYVYDV9WIbx3pU5wwG9ohtFg6t4M2ge%2F8TBCQ2BLakAlOKwPahCEyYd9E%2BlamjjvO3EOlZkrLScbrUpUHCK7KomfZTWVEEauCosLtWnbQrNVcSM2zZswJmLmizKtjc4KoDr6us%2BRKRCOTdsWr9TI%3D&nvMid=82801390529&catId=50002214
11,"해남 고구마, 2022년 베니하루카 꿀고구마, 튀김용, 군고구마용, 무농약, 세척","15,900원
배송비
3,000원","57,020",https://cr.shopping.naver.com/adcr.nhn?x=Ca3dLKxK6wJcsWCAy5VQb%2F%2F%2F%2Fw%3D%3DsSR1q4pcH5UcqNUmF8NE15TQ545HJU%2BQN%2FipsECjpkNdVcWKdXUnFrQ%2B8ykSAd8ke4ZdavBgYP0tasJR5hJ6EN9of6jW5jHdz%2FbROY2pgmykluxxfm60J9z8rnZUjvqTWjBjkLOxXqS%2F2kSOwGSfrHJlpmKDxYwDQdJ0%2BcZ2gVQL6P6tQXbX27EFddkUDQdU0NGvEq%2FG%2F4HDwRV3p3jD0oy683n6ot7Rd2OS%2FrXob%2BzajGJVJDMGFMNzS3LuIAkRhfRAykuQ%2FLJgd7plIl4OJATwQfhyXCKBr8lDxoswsAETSwT%2BRKzZS3y4yen8fFmkN10YUr0jV9LGWxjitR09NXvq0gPRDGPJM5VfVlFHp1CiRSpMO%2B9P5mn0XASg8RbEgEnSuLwKpGEcvSsCAkuELXRm2RMr2oJ5miHMfNZQcgUCAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2FY6AkZXe5%2FRgGFhslF5MWCBbxBsrcGxprBFmaiiIWfZKmSCJVA5iDw%2Fewge6rONGG0wIzfE2K5Z90v49T9hD%2Fdt2Mu61t4DaYNzFeBsrv6k7A%2FKRESCDAiroBAClgil9XKVaqFLCZnIqD%2FRuvLxu%2B1Zu5vn0lfBQplILeXSflGJX5O2LGn0vglTcgqFAf07gLMgt20zaRIa93e5Ou99QOTIEqMK2x3%2BqGjdUy2dpRsfi1fNOztzPUxqNvt%2B6MpGPY%2B0KSMi8%2BM4VPktt6AUM3R3Tn%2BIvcxawVxNuePP9ktet85ST9pqDp0j00U666Krgny6mNXZ8x6vbomwX4MQs2gNk9ylNXGL1otpIDiBzmXBhQdAiJdwXirBRdnaxfvrBbw%3D%3D&nvMid=37830711301&catId=50002214
12,후기인증! 꿀고구마 3/5/10kg 모음전,"10,900원
배송비
무료","47,895",https://cr.shopping.naver.com/adcr.nhn?x=TyVQfeDWwRwxaMgPVUJGwP%2F%2F%2Fw%3D%3Ds3lOB7k3A2c3Fjzx1Aa7CNRL76IuXf2NHzXp2IptxuW6L00Wmf%2Bc%2FkOFzXHXxNt3OauBn1fNJDPp7BIGB9%2FhCPR4pza8ebIOIXPrPsGGS95ek6v2w9jBqMGR4TTsgYaQnAKZvXp3oebSdy28g02tHiWK5zfsOJZQDQYjwG9Mpee%2BRmzTVsgYouZYD2cMk0sG%2FmHYf9HIEVYHzw6n%2FNFah0afSax%2B2uaAnMMUpoZs3v2jZl%2B5VmAuxwIu3eo3voF%2BXLISbLaDbvp4n8I3x4W97j2KXOVYabk9%2Fe8F0tGLFTLnH5K0paWEVWsQmgMup41k9xdRtNYz5Rtgql%2BDjAqjDN1Vd6Z%2BmZ5fvTALbBBPmfKLmnGLANk9TjQtjOEdf9xG%2FFnsjitUM2oKzQrQis3c2nrArwJXBU9JLjUEn6KqhGOHx77GNZQIsClczublvmVfpiSuxM%2FbHIh6zW0LR6dTlKIwefsEME1qpc2agpsB5My%2F%2BP9%2FiPL1ElHAz2Z4c5XEezT8yKIQK4KRiw8eu4tcs%2BZqmVAjXqFDRic2rRIfllFlsZTLDQFHZ12gZiU2MkDnlBgofmCW41L4Gtzkf6gMY2HR9INs9ZpxiOekV5%2FkbMXFu3wWenTcPRJPoFI7PT7lsZDBpLvPyayM2u2USXRAicQN%2BQsjK6V0FLd%2Fybx7qcubNSE3OzZUT76KyqzckASmm&nvMid=30439761605&catId=50002214
13,[리퍼임박마켓] 늘해랑 23년 햇 꿀고구마 정품 2kg 한입 외 골라담기 - 해남 산지직송 믿고먹는 늘해랑 품질,"7,900원
배송비
무료","44,778",https://cr.shopping.naver.com/adcr.nhn?x=Y%2F%2B6Qhj5xP6Vb6w5cQgngv%2F%2F%2Fw%3D%3Ds2waqejcf0FLRUsG3z9QgHHdOy7y0AB8RsdCdXFT1WtLrmbZKMw7CgD%2FASNNyGHGf%2BlfKs7hQn7tyuXyVxzpTDEbAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27S5RC%2FzDrxrTDRq9kUpMHaWLiRJpZyocV0GBRvymodq1mo6GiVPpr9J%2BMqhkGzZaajhRFkQRhS%2BhuCagSNle2wAq7cl4kdoPW%2BhKV4jYzYp2F4CxNLhsIgqMvD4YVNqrC%2FVf0KLB0YYus4kSTtJinb1V7oksz3vizmE16wXg7%2BlD84irqoupb5cHtoCFQH9lAJV03cukp%2F9sq6JmLvPVclGMqasjbI7WTWdCsFuN4OGzPx0fVof5nFQaEC3%2FWmCEJ59SKLBC687bmy448UuWP8cSGWqNrTgkwJfPH7WSOvVlzf1Bv%2FKmYB1yKbhSdlWfnMCc30c2AAnvneBoHJh5Spe6KfyflmRlRM1VEewUNc8HturcefrS6jvoze2mu7D4lkUpyKosfWLCaMxhcfNsu6kKisbuFxA%2Fin6WaC7zPBsLTWfkItPP31W2O2oSYnk36taI5z%2FVfvv8YiNWWkENzJqZWBqU7oKxqQL5b3%2B4aob%2BhAhL%2Be42rBLzgdpE0feFFvuqderiT4yKscDAHB9aBhYgJtIx2Cn8zzhHnQjKckJWxChwsQYZrTCyV4dzakWStI%2BYBImAe8zzXbpz%2Fv0RdGf5IHznJn72lJR9i7xqZhnVvU2Y6hEEwGxc1AZfON9sL4VRAH%2BsMDObarUodGweR8Q%3D%3D&nvMid=26332265862&catId=50002214
14,해남 꿀 고구마 햇 밤고구마 3kg 5kg 10kg,"9,900원
배송비
무료","39,900",https://cr.shopping.naver.com/adcr.nhn?x=ZbmJyVpc2ktESz9dQGt0EP%2F%2F%2Fw%3D%3DsHTfp3aCiI1%2Ft%2Bt7z0LiwmsBSMVX9v3Bi%2FJfAOBJWXQbrmbZKMw7CgD%2FASNNyGHGf7NJZFolNNsHYDVZzSl7A8EbAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27S5RC%2FzDrxrTDRq9kUpMHaWLiRJpZyocV0GBRvymodq1mo6GiVPpr9J%2BMqhkGzZaaMBbAUTLhEczrfo6o%2BFCYJ9koDZhZTyE2PqJzLGA4wO4kGZ9cffu0tuwQkjUxgX3O7bKO23SrIc0JCMEY3c9yfg1yAxhpOJKZSxT%2FPuGo5WQ%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSeliF5IsE%2Fz4%2BrejLcnSkO5KmeblkrDcTWZyNcFv9bcYA3R8KWOLqILHoWo98nK5g9vQu8NyTvWFNosAeOITdoQ7nMy8nSBokqaLNJAS%2FL95vL0IQWqjNwEAh%2FLO8a5l1kKYWTo203Jsg21UzwRmuAK2dFc7JYtXpfXmccTQU7ltz3SJ65toFGp%2FXDOismv%2FksQrw0FXfpmNJZ%2BLqjhslNw7Tn%2BIvcxawVxNuePP9ktetTw2qC0J9P7meVktcFTAdSMG8iHwRVydpxAlUrOXWF3ry0nNB5bdIOr4ymHK8CcvGxyAhEKTy%2B0Zvtn8oYxIR0Q%3D%3D&nvMid=80974218870&catId=50002214
15,꿀고구마 밤고구마 꿀밤 22년산 3kg 5kg,"8,900원
배송비
무료","37,020",https://cr.shopping.naver.com/adcr.nhn?x=TlzuLLLJ26dx24R13MiO0v%2F%2F%2Fw%3D%3DsWeEOUK4btpZikohUI6ip0NUkwJBverSs1Uhj8WgKWc1VcWKdXUnFrQ%2B8ykSAd8keLbhqIZ70nCzwSEqJnabaX9yGaSr%2B0dRu37W7MMIB4NEaKnS7qDzT33%2Bj2nEMp8lHtnMC4B933ntWgsN8W2HWE2WfaDDjWzBAqDQ4IwiLLgQorwt4hfBx9veOzkn%2BqB2Oy7WsjvL6fGBruqRzbSMBoQdLXoybizBOVFY0bnGAXBsM1%2BgqFBup4bcG%2FkQ60oozN8xWrczJllpwY5nN8rbZmtWW6n5aDSbOS0iHSoXgAaZr6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu%2BhCK43taZNMa13GBA1jbz9awaEwZ44eEioiUqfCkuIZ9C58%2F85KBNDQlyQGnPTmJG26lW7r%2BaTcWJ6t1V%2B4yuZEtvRIWIEU9uXmSrcHfTZ%2BUS%2BN0bOoW8tPBOPuXBNfB2hwro0Sli15OAg9oXlUa0SgAffswOcYJRloSzpuwCIFRXZD1dy0mtzBaZtasScRDR76k1h9LvZw%2FbhDe2zzXLQ9XM9OvGyUcg%2BzMP9Vh77%2BdV%2By7wGy6QjhlLkQn5v1QzZ4r8G%2FN9eIF4w%2FQbcduRXWLz%2BDIUGnCi9cZn7ummBLDhLBwu%2FFQS5xWYf5w6G3jQ%3D%3D&nvMid=6669074614&catId=50002214
16,23년 햇고구마 꿀 밤 고구마 3kg 5kg 10kg 베니하루카 토울,"9,900원
배송비
무료","33,098",https://cr.shopping.naver.com/adcr.nhn?x=52g97SbnoYV9aL4s%2FuyBsP%2F%2F%2Fw%3D%3DsyT9X2K%2FlprXWBAMXmuiRjkLtL2I9wIWomAD7BT%2FCh%2BiL00Wmf%2Bc%2FkOFzXHXxNt3Ox7bqdaaurVzNdMu5JRboZB4pza8ebIOIXPrPsGGS95ek6v2w9jBqMGR4TTsgYaQnAKZvXp3oebSdy28g02tHiWK5zfsOJZQDQYjwG9Mpee%2BRmzTVsgYouZYD2cMk0sG%2Fa7kKGQXs2iiK5wAJrZGk7%2Ba0O2TX7GIDZW3de8vjU8xYviQnqYkt%2BDil1yA50DGV0GmIa%2BdxTRnYcFKI99k7NInpEnR0xARmcsv71hANMbC54J8UO7LDGXdPU9Do8oyMXmq0wb8nQ9S1CNyVqQgAyDRlRtgrZ8AtBqWKOh1Uc0fWo1X2PQPy8rEL2A5BANyXmSCJVA5iDw%2Fewge6rONGG%2Bxhf2AFsLHi0LwjZP5ULFthAKuBxEhPkTmbyumHHysa3wCnUL6nT4rqEAxGNO4VFR9XMMJN48%2Bfb1oebicAPu7Zd7Aw6jmQzMxzeFRUUujrjoxhrikalOKUui%2FU32wAgYBVMBfBKfPIFCDkJ8G7Juk6vCGyE%2BGhXKH6hlEfS7tpf4KEBcAlu9qNZ%2B56Qz4PUNSCBcXh3pXvNGLCvOcuiFC36QbPzAIj2X7%2BK2bO4G6suJWal75pwNG7PessEBgddrPyZrdKJEv%2FJ%2FBC%2BnMQ3fQGruH08DlKshetxY8KUEZb&nvMid=13032240499&catId=50002214
17,23년 햇꿀밤고구마 출시 퍽퍽 담백한 식감,"14,900원
배송비
무료
오늘출발","29,412",https://cr.shopping.naver.com/adcr.nhn?x=flMsOIlvzVtCDc%2BsFOG7Nv%2F%2F%2Fw%3D%3DsGz4ATlc4fn7iXxfCfDCGv%2BUIiKD3pxfuSQNjqaUL%2BgrrmbZKMw7CgD%2FASNNyGHGfZ8R0A4TN6DpPKzrxUXLN6EbAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27S5RC%2FzDrxrTDRq9kUpMHaWLiRJpZyocV0GBRvymodq1mo6GiVPpr9J%2BMqhkGzZaaHzjT2Tdu2wQ64RvHuOGkC8PsMQLLZK4L2hMMBuC%2FVayjRMj4hZa6odNpRDZxIHnrU36VWc3oAlnIkBaZFcopyU7To%2BfAVAHL7Hmjya9d%2F2%2FH5K0paWEVWsQmgMup41k9xdRtNYz5Rtgql%2BDjAqjDN1Vd6Z%2BmZ5fvTALbBBPmfKLmnGLANk9TjQtjOEdf9xG%2F98woa3gxRBQmjAdA29AthfwngPtp%2FPn%2Br%2F0y6Ao0xYuZIIlUDmIPD97CB7qs40YbKkafoVdN1wGyQIf2icyyTGEAq4HESE%2BROZvK6YcfKxpK2jbWSWvAjAxJLcehjAFIjhvIO5em6jbIUAVTJqi9EgAUkfdS5cnLofAeKpmGbz5alDIU%2FDtcUtVirGLH5%2BWDSRplfJYWql72G2wcMTglpyEYgn3YLOzaOS4E5EV3Fd98CXl251OpmWizflz2KEWce3bz1C1PVDFBEbhxfGFYxM6b9gBPVT%2BcsEXC1IsNZr%2FHICEQpPL7Rm%2B2fyhjEhHR&nvMid=22969952163&catId=50002214
18,세척 꿀고구마 10kg 5kg 베니하루카 한입 못난이 토울고구마,"12,900원
배송비
무료","28,185",https://cr.shopping.naver.com/adcr.nhn?x=Z%2BEs1MP9shbOIfut2YSShP%2F%2F%2Fw%3D%3Ds8WB4t4hkWvNeta9eKKl4YxoQpTra2aqsG9%2F7ZcIwispVcWKdXUnFrQ%2B8ykSAd8keuy94A4sMuLodwJbH0AEC3tof6jW5jHdz%2FbROY2pgmykluxxfm60J9z8rnZUjvqTWjBjkLOxXqS%2F2kSOwGSfrHJlpmKDxYwDQdJ0%2BcZ2gVQL6P6tQXbX27EFddkUDQdU0Bju2H9vlf%2B7%2FVgVUBSeHForiPkxPAXjk2LX8wmqtKDTwSXasCgcCa0VNCRyNRBaD0CQvYPh8MvWju6sD4f%2FX5tuak1oqkl4gDAvzbLBupdoQhkkHXK4%2FmSRy5icYE%2F27nXOSVCysSuaF7Of2P30WFyDpMP33KeiWshryNaFFXG1v1%2F1Oy2wGa91FFG%2BlL%2FdaHc7d7Jmza2C%2F0NtaEMyYXoAC8etqDeQrE%2FfpX4O%2B5LjKcCFWJRVcNE0pMEtOz5g71NHiZiqpAzvvcuSJadbCjmn8wWeq%2FGXqQt7WlPGGTpkhNrK7V1OpEUlKj5GKSDcvut7qVVyPz2kxXL7rl1Sjp%2B%2FteXacUTXoDlrHzyzZFlBBt9XzULp%2FCqgwwXdOkVpiune3q3T6bT1a2VVk9wJwDLVCQNvnTnohENsmUrLHJ%2FkZhvUqbcPnTWmwSDSiRNObVMeXRXbBewSKTIIzUraG%2BliKV31IpCzMnImw7j4IpVUGruH08DlKshetxY8KUEZb&nvMid=10428987352&catId=50002214
19,영암 세척 꿀 고구마 10kg 베니하루카 황금호박고구마,"37,000원
배송비
무료
무료교환반품","27,801",https://cr.shopping.naver.com/adcr.nhn?x=SgWBlGDLoTLlavmuAAtN2%2F%2F%2F%2Fw%3D%3Dsw7joK2tQklH4pD6XO0lw0qg%2Fk85W50V1PUGIax6REkZVcWKdXUnFrQ%2B8ykSAd8ke1%2FsNEiH5QhewAUbulhTwXNof6jW5jHdz%2FbROY2pgmykluxxfm60J9z8rnZUjvqTWjBjkLOxXqS%2F2kSOwGSfrHJlpmKDxYwDQdJ0%2BcZ2gVQL6P6tQXbX27EFddkUDQdU0Bju2H9vlf%2B7%2FVgVUBSeHForiPkxPAXjk2LX8wmqtKDTkFOpwo5ynBRdJRAUSXaElSK20rj49iZMnr%2FCcAIGGAtuak1oqkl4gDAvzbLBupdoQhkkHXK4%2FmSRy5icYE%2F27nXOSVCysSuaF7Of2P30WF9ArwFire90ytcG7kp7FucOvGfcWCgHnl7rBsTIEcSdEkuxKgYKjarbvVBVcqQDLFLH6AzlFq7RqeRMTPOz6PhjqaJF9vYPVWOD%2BBDkH0dUeSbzPw92CtEWzYURHebxyd2kUzFnC6JBU9wDArU5HsDiQup8hc3V5Qhd9mxgGKKHDS7pDcPl5i3nSQQywsO%2FR9d0ieubaBRqf1wzorJr%2F5LH%2FnPPFzBNb1%2BGuluuYqxS305%2FiL3MWsFcTbnjz%2FZLXraW104n2PV7ymq5%2F6KBhfC2ygtW%2BGV6hguejI7nb30vA8psyJDDj8RofTlDoN6uWWscgIRCk8vtGb7Z%2FKGMSEdE%3D&nvMid=12499624698&catId=50002214
20,유기농 달수 고구마 1.5kg,"12,900원
배송비
무료","27,434",https://cr.shopping.naver.com/adcr.nhn?x=CI%2F5KZOEQey0ceddGJroP%2F%2F%2F%2Fw%3D%3DsFZSAkq5NLpmYT87g0K51CHXUi185hJmQZ%2BkwSZpBt%2B6L00Wmf%2Bc%2FkOFzXHXxNt3ORqWZoWgm%2FfvNQwwAlhUTvR4pza8ebIOIXPrPsGGS95ek6v2w9jBqMGR4TTsgYaQnAKZvXp3oebSdy28g02tHiWK5zfsOJZQDQYjwG9Mpee%2BRmzTVsgYouZYD2cMk0sG%2F1riwjnbWyJHDmNRw1ShmTf61utQpEeF9Rx9bTcaEJ%2FMtT%2Foz4DeVjNy2F%2BmsJg9UxNaD4KxkqYTWjoxfdKilygHDtsfXuzWVAqUrP4nKq50OYRAXiMw6bRczucp4gO7amHF8VxuL%2FkYH8sMrUY6bCw3R8V4RCu1trFCT9lCE4HvSaqOc26pgTXAoArXwR31%2FQ%2BD%2Fo9glb0ukJK6bM8miKArsK1DNlYuW6vX8WB7j4Skpit8%2Fx1Dzbbh7EFVgft2l8SJp6n9%2BYJauCLGOW2RFH1d%2BqILAG09hjAR1K3qLYkAhlD1daReorJ6d3X7X3Z761gN0hfWMgrMLk%2Bfy%2B0xgXBgpqlOS%2F2kBBo8Mu%2BrLUZCjriKAWZQDVcbV4JYpGUs43aMvlpYQMSYpGqDIUGdyoHe1j74BpWfzMLAw8EaLnzrj4ERgsKJQhlYE8PB6F3Yg2ZVWCwxCaZyPHBegjD0iFtiRvyRWtu9mRse8Nr35WNHyG00R0x2Cy12IH2ShSUfJhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=41581186491&catId=50002214
21,친환경 한입 달수 고구마 700g,"5,090원
배송비
무료","26,136",https://cr.shopping.naver.com/adcr.nhn?x=%2BUz86i%2FvS1Yvdm8qOq7gZv%2F%2F%2Fw%3D%3DsNxM1kXejlGr%2FTismKfyG08kUc89jwNYQc0tsZAgjvYFVcWKdXUnFrQ%2B8ykSAd8ke4Eaa2M09AdPMYcySSO3u%2B9of6jW5jHdz%2FbROY2pgmykluxxfm60J9z8rnZUjvqTWjBjkLOxXqS%2F2kSOwGSfrHJlpmKDxYwDQdJ0%2BcZ2gVQL6P6tQXbX27EFddkUDQdU0Qm6H4wCDOo6YCgK2xY6t%2FTL1dlelFmdpL%2BE1nwAwLFQBeh9Xqb0twtHBg8D5%2F4ZTuaxSzQkWU2kxXXI7y8DtMezitA4e7%2Fw543lyI4%2FGQJA5howM%2FDDw9lMH5JnqcwX7rgk2UfpIrnLvHw%2FTC1v%2BUSvNLvKD0TvJfxE%2FdU1BPrUZtkTK9qCeZohzHzWUHIFAgGwmPNX%2Fe%2BXkuZ30duRQYj%2FN1gL%2FBgCKENDMCz1nm%2F3DutKryJuoV%2Flcl%2BQIHcC%2B35prrUVGFtn5gwzPcezqIpkgiVQOYg8P3sIHuqzjRhuc1s6vcY7IuNi5027jGYx%2BFCJLeTNMiIpdd72TMnUFR13X6ZkJl8hRaIov2JUTwQPBj5liIuyFvTj5wG40Hgg9Z%2BkC6Ns7Z6npvP1lXOsTRU1W8aoy8zco4HWTm8v62e1wqca7NO2IabMsiPMLLZPy9CN%2FislXlArhDaye1bKIeM9Ldi1m29FLHbIQEcw2WJljEsUkLnZ93DYp%2BRt6bswGDhLBwu%2FFQS5xWYf5w6G3jQ%3D%3D&nvMid=41581242719&catId=50002214
22,꿀고구마 달콤한 첫사랑 고구마 5kg(중상50~100g),"18,700원
배송비
무료","25,442",https://cr.shopping.naver.com/adcr.nhn?x=vt4rxiQSBkJZU7t0f%2Fqdi%2F%2F%2F%2Fw%3D%3Dsym7XAnv79z41BKqGCYliGm2sP7l0m6Y%2B4LFP3N0Oe66FIIrWPZ%2Fkx9WnOlT%2BPnWHbvFqBwLTkOHZEyobxCk0E0gAn8lD2%2BxrgblrBqYwPdUckd9Ca%2FSccvvQHwZvN6rSEHGftEMbfo1hinJTOe6nUg1SAvw1Mt5rySFVqhYw%2Fr%2FzF9CvMpZ%2BnYxIhsYsxVunC%2BcJOraReA9%2FzcNRzdvFBuwyFsF2GHDnFDY5wKLwT6cZ5JVhwNWZG%2Be2kvVr6e8%2BvyudouaLYJU%2Bg72%2BT%2F1kDytuDYL%2FMKcwspUufLurFtSrCRdUxvA177jl0VodmokhNUJnit2TyE8yh3GxJ0fiPPaPEBC4LR7wPnLGQwPjQ8zbcRMFvJRe%2FBO7KeDT9jwaJjoIw4cB9IIbrIIjBmPNct7pEubFh72w4nbnExGSW8%2BMHn7BDBNaqXNmoKbAeTMvi0UPLmZ38%2BPjasav%2F%2F58K1g%2BdYmjezpX8gaPY6Gl65LF4AOue7Zs0ZkDh7VJMT3mln1w0VNzyT93SATJ%2FUQfLikqhVR4ygZxgbavft0YREjiinoKFC3An%2Bl98T4FmLFVKYTOF5KsHq%2BigGAc1pAeZxOq4bWjhvF2CWae5dOPSyO3Ej2TKfjOs9po5sth5Db7iBN%2FvKthF%2BgHhlYRfuOG7gau4fTwOUqyF63FjwpQRls%3D&nvMid=6671668698&catId=50002214
23,[예약] 고구마 애플구마 2kg 3kg 5kg 꿀 세척 해남 (8월 16일 순차발송),"18,000원
배송비
무료
정기구독","23,031",https://cr.shopping.naver.com/adcr.nhn?x=MEzG23J1umGcEy%2BuCWfz5f%2F%2F%2Fw%3D%3Dsty7sRD49cGtt08rZfzsic23r%2BXLRYS7Rin6IVh6oB%2BjrmbZKMw7CgD%2FASNNyGHGfTJkvOqexK6TIJk%2Bg5dz6MEbAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27S5RC%2FzDrxrTDRq9kUpMHaWLiRJpZyocV0GBRvymodq1mo6GiVPpr9J%2BMqhkGzZaaMBbAUTLhEczrfo6o%2BFCYJ9koDZhZTyE2PqJzLGA4wO4z2UEl%2F%2F1tnQ6TPjiVJ0%2B1DgSkXxh5EK%2FsJek8a%2FCC6A1yAxhpOJKZSxT%2FPuGo5WQ%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSel1wabXzAupSDNFl7EZ%2F21zk9%2Fdo3yN%2FNw%2B3N1yOh4fB3R8KWOLqILHoWo98nK5g9nalu36hNKfJ%2FzFIkdmJqhIYgCRjQHWkzkPHeJKvvEHXVwtKYBGNIRDjV547nNv9kHPuysUFeHHm2OA4zzwwlvjXXRREnTDQqXPTWlBx%2BwaF3%2BYxnrYELC9f75%2FufyJ6H0HQHUyAh9WbAyVoDjGmoOl4g4Of3l4i2RoG5TrvzBKFoRDfuzNbhI7F3OPWuzZefMrUR%2Fs6TqkEYHp1EvDUW%2BWCnfkwzJ%2Bd%2BXCGEFQlKy9eLnb4HcK8lmRw3H5918e8r1Bs3kRRHIWwJA47IvE5y%2BA6HJZQgjI8VSlbO1R88zJ2DVCYCaeglF2rgr1u2OQIzQ%3D%3D&nvMid=12936252492&catId=50002214
24,꿀고구마 22년 3kg 특 2세트 구매시 1kg 증정,"22,020원
배송비
무료","21,930",https://cr.shopping.naver.com/adcr.nhn?x=OyHixl3b3bsoJra77nZU0P%2F%2F%2Fw%3D%3DsTLFQ7tRKxw%2B5ifHNk8OdO7I8dV5qkPI31uavGp0TbQaL00Wmf%2Bc%2FkOFzXHXxNt3OsoC7CWJPTd4Tp7TKc42RtR4pza8ebIOIXPrPsGGS95ek6v2w9jBqMGR4TTsgYaQnAKZvXp3oebSdy28g02tHiWK5zfsOJZQDQYjwG9Mpee%2BRmzTVsgYouZYD2cMk0sG%2Fl4pmbPu6dscUeVYAH5HirOJcED6SHuof75F25EGGuY%2FaLxyhUoBZHPPGG9Uk3m5cKDzaatd1FIuSVN7n3DjNHyW0xp%2FIJSW5YesvM6B40rPbmpNaKpJeIAwL82ywbqXaEIZJB1yuP5kkcuYnGBP9uwVt%2Bq%2BEGbIURH4Pt76u0TYN7yUIfelIK1DxsytQlYZ9Xa1PYAb0zmPF1cRoKRscXXiw%2FjPgxCj%2F64QNGjiwkFrAB7P3jMpdKFzHvFWfIDsggY%2FGEQtzgsOpvqybHZzS9DJgxzx6%2B1b6zmH30V%2FhSDazF7PviOST6vPYv8L1ehawuuDILOaCgaY62fz6mSmOcN0ieubaBRqf1wzorJr%2F5LHTzncLOL0XelV7gPCftbp8NiFgIp6Q8IO9tMwX%2FAlCl0tP7Z6BpdaeLWJXhxCEQnsdgUIVg4Pb1%2BzbdLllvevmGL3EvaPJeu0QXm3wCkkGrx0cjwVm1BUYVknE7IEMpz4%3D&nvMid=23097943080&catId=50002214
25,23년산 해남 민경일 무농약 세척 햇 꿀고구마 3kg 5kg,"15,900원
배송비
무료","21,414",https://cr.shopping.naver.com/adcr.nhn?x=PiuxeC%2Fp1OZSTGbUVRNJC%2F%2F%2F%2Fw%3D%3DsDjZy84S6Kr6JHY2EtMO5Ok2xfuD1B7363yRBxw4OBxbrmbZKMw7CgD%2FASNNyGHGfZQoSOP2vNBt6aIKc0xch3EbAoeRkvpJaJBMwPydFbM8QhkkHXK4%2FmSRy5icYE%2F27S5RC%2FzDrxrTDRq9kUpMHaWLiRJpZyocV0GBRvymodq1mo6GiVPpr9J%2BMqhkGzZaaHzjT2Tdu2wQ64RvHuOGkC8PsMQLLZK4L2hMMBuC%2FVayjRMj4hZa6odNpRDZxIHnrU36VWc3oAlnIkBaZFcopyfbtJUjEb4A6Jm65UM0H58MYcALto6nLVmyG5QeuYU3aJPAp9vtQYJEyvlXx%2BohzrsOmY27ZGze0Q%2BtXRlM4OxtarJoVrbEtunAYIkKGowOqBhve4E%2B1F6rFp%2FvNn5CGQLArwJXBU9JLjUEn6KqhGOHx77GNZQIsClczublvmVfpC3xofl24%2BIMqpAlXnK%2BmO4wefsEME1qpc2agpsB5My%2BaxlGR5c8Z17yfHVj2p6%2FMOgzzYmlL%2FpC4jIfVsm2KI0PC02Qz4LvSTighNQmnSHy7q4d6fSEIZYeC9zJ0oniGuB1EfjYfKznfkT5MXaiwT8%2FeMMQ6p9L94P%2FF7u%2Bk6snc77QUBkD7UDbdAdiGO9vZGiG0%2BMD09kVauJJ3YSFa1LX5fIyCE9i2yRK7QXTgdmcDAnXKeTs1GRXaiXbDUKXIy1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=38548945204&catId=50002214
