,name,price,link,review
10,Apple 아이폰 13 미니 128GB [SKT],100원,https://cr.shopping.naver.com/adcr.nhn?x=%2Fn2L6jkz0acH9jSLYeq%2B3f%2F%2F%2Fw%3D%3DsNhG9ToiO0pPxPrQi16%2BE%2Fy0SzcYMxlZIcypXfFHS2ZCGgjNtjvRyY8TaEm3AQ5UwMhapiSOYgjFM8hWQMTuVwxKE3%2BHwvJqDiq6s6xuLU4h0%2Bb5WUnpAirsGx%2FtN07sA%2FyrGL%2FXIujRnUyz8RnPozt9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLEpNgxrjwGzie2u%2Bv8etROGNmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjVobe4PEyKv8NYSxWwSTP3TqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8rr5My3QZRPsIBJIq1vWFeNPwlaTJA%2FSBcXnHCGloPTJcNZN5FF46Jqg7fDWNj5CaAOMM8tWC97DKIp%2BK%2BuVUhoBD40iqWaNeYMpOus5JTYBDk2nHMP4aHVCx%2FcONoE3ucOT%2BRsdnHIzNMGl8g3WFM%2BbfHOgpB6DV5aKpvGiIGVBcZ8pgTGru4bgUYhRhw82x1extAik0Dns9zJ%2FgplSY57k8DT6CW3zKSGZkhvmZ%2FU17N0%2BKs0gSFTdhwMrBXaDkDI08XI5PyQ6iegN%2B0YaDXvpxDJkUggQm5LJr9%2B0SGTiFbDf4gHI5rSMJU1BWcIOg&nvMid=29030427586&catId=50000246,리뷰없음
11,Apple 아이폰 13 프로 맥스 256GB [자급제],"1,889,990원",https://cr.shopping.naver.com/adcr.nhn?x=gNJDD2b6IdHUz8Vv4RDDBf%2F%2F%2Fw%3D%3DsyXe7PLpGFhYW73cojAcGNb5zg1yAzfGY%2FOwCYMZNbu%2FrlQPyQuHoHFsppYbPEdHaAIruYc4Kj3eljDcooBmYsqTcoNc91GF5QvpbmQHdqvjkvN0u4hbsMNY3R8JB5%2BTUMLPuiS%2FjPUNr07U8yW187YZnlrSZr8PDPdBCvs8uWtdeJxHcKH4rYUhc5SxvGs%2FQd21xfd7DUFPIJY7CJPJjZCJO7jbxAC%2FhHJnJbE9pD225SET%2FmTh%2Bwr3iKnDGr9FRcwIOWqJKi0ktknVLPHxgqauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJtLi2Mbu4L3G3eHcoeGDZjlUwchXmgn06bWR8ItCdihX1QQzCLreNp8sjPDBjStixjQaGLcMmduX4DYWfbsi2VGapIUz6X5EFJxSbujlYWXBFiBdPxTSuvYOb67FAYBAGpxy2zgNMJa1at1GSrSd0QNv7Ffkwy78LPGKRuNB%2BDa8N%2FOXq06xFLlMCwNDQObjPLcqEhOiscytOptfh0D9%2BAizahwWfuStWuqAVHS8TUh02hNVA0IClfXc4mmzJ604fEs8cFUTVf2EXpmSuc9bAhI5tqhzlDll%2Bvt3HDgsA0WEJm8LaEWGvchJy%2FtPf4W4gxyAhEKTy%2B0Zvtn8oYxIR0Q%3D%3D&nvMid=29030294588&catId=50001519,475
12,Apple 아이폰 13 프로 512GB [자급제],"1,559,000원",https://cr.shopping.naver.com/adcr.nhn?x=x8f%2FmxCEzAwb6GI5zxEO7v%2F%2F%2Fw%3D%3DsTfCUiLulMhn3W%2BFsTfPuZP2682f3Nnf56K2lTQseaFTrlQPyQuHoHFsppYbPEdHapR9D4sDRw8VZ%2FXRVeKTurLuDD%2Bh52n0FAevBHd3dlMHkvN0u4hbsMNY3R8JB5%2BTUMLPuiS%2FjPUNr07U8yW187YZnlrSZr8PDPdBCvs8uWtdeJxHcKH4rYUhc5SxvGs%2FQ4JqcN%2FBxxv5wjdahLDrWxyJO7jbxAC%2FhHJnJbE9pD225SET%2FmTh%2Bwr3iKnDGr9FRcwIOWqJKi0ktknVLPHxgqauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJMbTJCyHQcd29U7ACkMLeWxsjT%2FhiuZdHnjWbnmTMw7T1QQzCLreNp8sjPDBjStixjQaGLcMmduX4DYWfbsi2VFidmhsgNmBUvEBFROKzp7NFiBdPxTSuvYOb67FAYBAGpxy2zgNMJa1at1GSrSd0QE%2BKsiS%2BXqVbgp7r172lWiFD%2FkFMO4s7sTx4sbc7XXXQvaOjGxMtdSZf0nL3LrxHbGjZtPbYKjJiKNacJHk8BOnC0hiHfmfzmAI0X1cC502KCdEHD%2FHV8hpTSILi5JBNPcqQEfXxpDXi2s0vROGRN1E2bxMn4hiVX6k0mTmkwKMmHRyPBWbUFRhWScTsgQynPg%3D%3D&nvMid=29030416587&catId=50001519,176
13,Apple 아이폰 13 프로 맥스 1TB [자급제],"1,995,250원",https://cr.shopping.naver.com/adcr.nhn?x=fYrOrvnlCozDM0bHlhnli%2F%2F%2F%2Fw%3D%3DsX9Ob%2Flb%2FzZu3euYGE%2BC0aAuX6oWQiFTlb7IMI3kmq0RN4NgkrPIjlczCBjhk2dSMbhhWrlnNzzuipsSzVCFO25zreSRw2N%2FAHEinEnFn%2FGh4VlIufqmHzP6W%2FutFvhXW3GBkKr3ZsiZ77niM4Y8bEMv%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkKaTi1gS9Bk8v8CfyRr5Y7JZbkCnZt3PKDnGtnPfTpWXV9gLRMuJH34gK%2BdKxxm2wLxTlaf5%2FiuaOH7ew%2B4arNk0Pg%2F6PYJW9LpCSumzPJoigK7CtQzZWLlur1%2FFge4%2BEpE2ZwYbiG%2Fe36JNQG4OiZiMnFrN04wx1b%2BHNUqrF7rbkbV9SohnsJOp40F4RSK4iNoAHy4hi72yIXe6367JW4Ky6UxJeah0Om0lkIOZtT9ZLxLbU57LuNzmnFLwGq45KoH1o%2BzrRdoCzTIucFXDaeGgWVjY8nGZej8sCkHDpBQ6WZZd0C6e2Zyps4U6T5DErBOxilYCt%2Bs%2Fg5ZAbpoXoi2K0gm7VvpiUOnF2jPwfCqbRP4PMPHCnudPTZjGRUD3iUYhiMzkq3v9z%2BxQAWwhRfiHMf3Scmsrq%2FZGc893RUuVLnMN4BUpi6NFTaZnfHd1XEQdAiJdwXirBRdnaxfvrBbw%3D%3D&nvMid=29029192590&catId=50001519,51
14,Apple 아이폰 13 프로 맥스 512GB [자급제],"1,802,000원",https://cr.shopping.naver.com/adcr.nhn?x=LPmddHmfAQ%2FTFxokn1svOf%2F%2F%2Fw%3D%3Ds4lb%2FJRPXiumhcH2cmEgYQCrl%2Bj5q2ACwx8MYynIn4c%2BGgjNtjvRyY8TaEm3AQ5UwHOuaH7WEbJFpNFhOXHTDFhKE3%2BHwvJqDiq6s6xuLU4h0%2Bb5WUnpAirsGx%2FtN07sA%2FyrGL%2FXIujRnUyz8RnPozt9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLTOU9n1bTq7tWXjznfA1Q12NmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjVobe4PEyKv8NYSxWwSTP3TqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8tWwGMjlbk1FjqXUwoEXC0aYK4D9o62OUVoNuQSoMJInqdi3Q%2Fm8V2A5jR123nAwZ1e5lF9HDBfdoKpK57iPmYoBD40iqWaNeYMpOus5JTYBDk2nHMP4aHVCx%2FcONoE3uVxrykmdUCWVn8SXvu0QPtMyI7UTAGXbjyFUSumeQoOTlE80KNwbfNxekQsGJejRksTXhzeKkynwlV5iG42bUw2N9sGK9hgxAJjxEiUItSCoFyjkC%2BlI5yKA2PJ%2FFJzTYv4YGjJCSIW1IvBxXT1wG98XbgX5FWe731tC4AuJi9WabP3qRd7Xm1fFUd6VgTZ1ly1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=29029192586&catId=50001519,92
15,Apple 아이폰 13 미니 512GB [LG U+],"448,000원",https://cr.shopping.naver.com/adcr.nhn?x=TdbWEjsV%2Fm5JbQQUmtUaIP%2F%2F%2Fw%3D%3DstexalGZHoSLSXkYcT8J0zSELKTDJpb4Fmb2MU1ihGDyGgjNtjvRyY8TaEm3AQ5UwQ7yPOxvYiUyrfNfBJMe7XRKE3%2BHwvJqDiq6s6xuLU4h0%2Bb5WUnpAirsGx%2FtN07sA%2FyrGL%2FXIujRnUyz8RnPozt9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLdYhB9y4xrNslRGxEX7B2N2NmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjVobe4PEyKv8NYSxWwSTP3TqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8uclu1Ba%2B%2FiE%2BELQvrZVuTmQWrWj6yuYLJ8NBmo4t5xNcNZN5FF46Jqg7fDWNj5Ca4q6P%2F1zldmQpKNpg8dHpqYBD40iqWaNeYMpOus5JTYBDk2nHMP4aHVCx%2FcONoE3ucOT%2BRsdnHIzNMGl8g3WFMwWnVScQ%2FFP%2BU18lL4YI%2F9byNHyBUXwWVD2ki0TxnNzyxAb99Y%2F8jrTJqzsGmPzyVQ09%2BO%2FjZbUWJuse9KpfnAARpOFzCbaM6OU97uoPifjr16bks2oT24tSb%2B6NcWk9yb4lvyVhmU5MC%2B2X1K6VKjzke%2FVP%2BgM94BPZkP5YJ%2Bex&nvMid=29030419586&catId=50000248,리뷰없음
16,Apple 아이폰 13 프로 맥스 128GB [자급제],"2,058,990원",https://cr.shopping.naver.com/adcr.nhn?x=O%2BZ0mSGJNVlN7Hh1qP3ecP%2F%2F%2Fw%3D%3DsCRisb74B2Yvsxie4wDFK2hYPqek0Ox79vKGSLeG%2BkdCGgjNtjvRyY8TaEm3AQ5UwPFCNkWv4tWn%2BRuBIbkQzrhKE3%2BHwvJqDiq6s6xuLU4h0%2Bb5WUnpAirsGx%2FtN07sA%2FyrGL%2FXIujRnUyz8RnPozt9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLCLK1IiVYHoJNpNr5Mls8y2NmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjVobe4PEyKv8NYSxWwSTP3TqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI80pOFZjNN07YkZATQD4rOOfNsvBFMtVEC%2F%2FIwZWxznsLqdi3Q%2Fm8V2A5jR123nAwZsEkqrm31TyUxxpiWYQMXG7FJegG5cjolqXymF9sHTJBDk2nHMP4aHVCx%2FcONoE3uVxrykmdUCWVn8SXvu0QPtCC%2FOSQKpmiFUQRvI9TGNtDlE80KNwbfNxekQsGJejRksTXhzeKkynwlV5iG42bUw9QRtKThhk0diuGFYADdkZN%2BNgvQyNRGgrgfPs7e%2F0ulv4YGjJCSIW1IvBxXT1wG98jE8xPjU3nHjGsW549YhdSbP3qRd7Xm1fFUd6VgTZ1ly1Vhq%2FH77x9Zlr1IFzyuow%3D%3D&nvMid=29030367587&catId=50001519,144
17,Apple 아이폰 13 미니 256GB [LG U+],"506,490원",https://cr.shopping.naver.com/adcr.nhn?x=A%2FzzN2O9agacRs1cO3nb1v%2F%2F%2Fw%3D%3DsNTOWYS6%2FfCyHbI7HGYxsAl%2FnBgSL6mKL6DzN2QH54kzrlQPyQuHoHFsppYbPEdHaGsnSrvJpnt69ULw2Y69I4on0RG5l81JtxWD8kIFl3s7kvN0u4hbsMNY3R8JB5%2BTUMLPuiS%2FjPUNr07U8yW187YZnlrSZr8PDPdBCvs8uWtdeJxHcKH4rYUhc5SxvGs%2FQnwz90lFjKTTi05jxFVvTqSJO7jbxAC%2FhHJnJbE9pD225SET%2FmTh%2Bwr3iKnDGr9FRcwIOWqJKi0ktknVLPHxgqauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJv6F7zw%2FiDfYOeakH0Oy4%2F%2FbUVxi76C%2FIsbTIgO6jG3f1QQzCLreNp8sjPDBjStixj1OT%2BvUJUOEzwKKBwf%2FstW0b85JbkQLIjWdoKvPtuVBFiBdPxTSuvYOb67FAYBAGWR34PGgX21IX5FwB8U%2FAX8U60Oey03I%2BLiZk11SnK%2BihzDfp6Y5Zq42WobtISlGzbDgfm78NqUslrTiGuyy0AUKSb%2B0tRYPNggpQEh57%2BDcNauEcRynSn%2F8orOK7nc901MF2IvjnRAUwxnkCe3B8FOBinSm4lMYkLoKbdHM3oo4DfkLIyuldBS3f8m8e6nLmzUhNzs2VE%2B%2Bisqs3JAEppg%3D%3D&nvMid=29030376589&catId=50000248,1
18,Apple 아이폰 13 128GB [LG U+],"147,500원",https://cr.shopping.naver.com/adcr.nhn?x=1IHsaayHLxgEzeEoOyS0LP%2F%2F%2Fw%3D%3DsOa8DVh6B12Fc0Eqx1D8C3XkvdDhRexm%2Fn07ljT6mdtiGgjNtjvRyY8TaEm3AQ5UwaZJ%2FhZDfptxts4OmeRkQhBKE3%2BHwvJqDiq6s6xuLU4h0%2Bb5WUnpAirsGx%2FtN07sA%2FyrGL%2FXIujRnUyz8RnPozt9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLF5xNEd4OxamWQ%2BcHLqvQ1mNmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjVobe4PEyKv8NYSxWwSTP3TqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI84LMwMeOTiQaGcimrQsH5Xd2YS2BRO1ooFYqnHoM2ZElcNZN5FF46Jqg7fDWNj5CaOuJEtqo3uSaAxLHO43RCMYBD40iqWaNeYMpOus5JTYBDk2nHMP4aHVCx%2FcONoE3ucVl9zsZvbcebfQHqQGTPjuksp9XuUdeQZ9g2FaJQ4%2B0g1HDVA0X848ldvn7fnwtgZdUuz7xAW3QBdAhdrjSW7pTL3ruaVJreZl%2BplMuLoOo8ZVFp5CRRjL%2Bql1lgPvFw7jaaep6X264Rac8g9W4hG6hGIu6BLcolad7EMTK1aRiCqA6%2BrrPkSkQjk3bFq%2FUy&nvMid=29030372586&catId=50000248,2
19,Apple 아이폰 13 프로 128GB [SKT],"1,183,300원",https://cr.shopping.naver.com/adcr.nhn?x=dBBgr%2BVA1WqaGKY71Nalw%2F%2F%2F%2Fw%3D%3Ds%2FRc3K1VxeuPd%2BS25V%2BD8Pi4Oxn%2BL86ndzsqfX%2BTlTSdN4NgkrPIjlczCBjhk2dSMzciLMXyCUmPjtDE%2FqRQoC5zreSRw2N%2FAHEinEnFn%2FGh4VlIufqmHzP6W%2FutFvhXW3GBkKr3ZsiZ77niM4Y8bEMv%2BjB2erv%2BZ%2Brrs5VHOiTQgGE7%2BZatKjf5hEf1XctkKj4VCf1oecxDRz2Xr8EokFpbkCnZt3PKDnGtnPfTpWXV9gLRMuJH34gK%2BdKxxm2wLxTlaf5%2FiuaOH7ew%2B4arNk0Pg%2F6PYJW9LpCSumzPJoigK7CtQzZWLlur1%2FFge4%2BEpsmswKWG%2F63qns4opZ%2FWKLZ3o9s%2Bdz1EtU0lCGMA9yI%2BjC4CXGTDb7Q6VtgtS%2BAnmjhEE2MQjBS1PFqwKja%2F2gy6UxJeah0Om0lkIOZtT9ZLxLbU57LuNzmnFLwGq45KovtNin%2Brw3R1h4tZ%2FeJRj8daCq6Op4HbPFw0o0VDhesTYqb3T0Tf27zz7SSPNhATX0Dx%2B4WozrdyyH7o10hfgf%2FF%2FhSi7j2rXS9wCmKkrU%2BW%2FhgaMkJIhbUi8HFdPXAb3KsfY5c93AdYHTGdYi3KltJs%2FepF3tebV8VR3pWBNnWXLVWGr8fvvH1mWvUgXPK6j&nvMid=29030177588&catId=50000246,리뷰없음
20,Apple 아이폰 13 프로 맥스 256GB [LG U+],"933,000원",https://cr.shopping.naver.com/adcr.nhn?x=8xkW9CyTihbCklgqBPUQE%2F%2F%2F%2Fw%3D%3DsxpZkrDfnucgB0RxGS%2FtlWTxNSK0g8O61Y4HVyMBpbWECYpaXrkpTZ0FTnmqeb1eB6avZYqE%2Fpuv51A%2FC3Ybvt4jkFco8tZCDnugcGDC5H9LJG4Qa4x2VD9pG%2Bx9WgKWsgEJh4zfCayYyMmsFVq42xFVd6Z%2BmZ5fvTALbBBPmfKL392rcVj5mouEkJq8zyckj7jn7XtM1goWkke0tC20RTjMYBx1AVSExF%2FJDG79qxZroKerklH7Yg1PDIUUPafxm0JsLPEw5RVyM9BzMOC8eucOmY27ZGze0Q%2BtXRlM4OxtarJoVrbEtunAYIkKGowOqZJT0HYHDHAGzvj%2BxmMp937NoujdiiNe5Aky91pn4j%2FIupaBZ3SGN%2BeiYTe%2FLYytTAHXySMr%2B6yvWKkpPbK5OfLHJM06m8XkkoABSxxLFFemOsyh0bwCm%2FIOHaD6%2FrVAH0o9xVn8quM9rQxazkOfqpIc%2F234%2FoRWkXK6TeBgKfvajriJ8H0NV5nx9%2BVr0aUV2Tdvz749QMJJ0JSDlUkANVeuiQv%2FtFj5MdBNztbZs%2BpFicchwRNwmJ84TyxvjggzFdzfaDSZuXEXF3yaErSU36v7Bt5LgfCLrlC%2B7G5O3MjVXc50eBITwugSNPH3Ok09sVpGw61BSdoQRvEGgfFlc5w%3D%3D&nvMid=29030190586&catId=50000248,리뷰없음
21,Apple 아이폰 13 256GB [LG U+],"271,170원",https://cr.shopping.naver.com/adcr.nhn?x=NPU0e%2F8LzfS74AuryKMiY%2F%2F%2F%2Fw%3D%3DsKeUVt0P%2FmmVNPe1%2F6Ty8bU7u%2FyvnkSqknLcfFQnqEUfrlQPyQuHoHFsppYbPEdHabjG0wPmOd6HQX6Js3K8983FkKS5zcX4UO%2BvJ9BF2rxTkvN0u4hbsMNY3R8JB5%2BTUMLPuiS%2FjPUNr07U8yW187YZnlrSZr8PDPdBCvs8uWtdeJxHcKH4rYUhc5SxvGs%2FQAMSjwVcmY%2FAAtFSXsxq78CJO7jbxAC%2FhHJnJbE9pD225SET%2FmTh%2Bwr3iKnDGr9FRcwIOWqJKi0ktknVLPHxgqauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJrv4l3LSX22y2Lgw2C6FhMVxgQPpfSveGxUFcahtmxVn1QQzCLreNp8sjPDBjStixj1OT%2BvUJUOEzwKKBwf%2Fstc3TMKfDPuSjd8cGIdbb5jZFiBdPxTSuvYOb67FAYBAGCXV2B8r6mc9GdpPVxGCf8U8nkK7045HdcbXgl2QuhmRBskTaofqwA6IQD8JZOZb7HewFRW5%2Bi2bJ5IWvahPNq0VIoyzOq8YcOFFkaqrmjYy%2FhgaMkJIhbUi8HFdPXAb3Z2WE6COZkZrltyanSc3x6Zs%2FepF3tebV8VR3pWBNnWXLVWGr8fvvH1mWvUgXPK6j&nvMid=29030189588&catId=50000248,리뷰없음
22,Apple 아이폰 13 프로 256GB [LG U+],"1,299,200원",https://cr.shopping.naver.com/adcr.nhn?x=mKeDiVhy8Hc9G9YEYxS1rv%2F%2F%2Fw%3D%3DsjRjBUKumH1uRkLfmkR%2F7NELFe7Nj4MgnfMKUiUD51cvrlQPyQuHoHFsppYbPEdHaXOq2F91aV346z58sJaM%2FY3v6B%2BBWM84N5rmrBqy2FiHkvN0u4hbsMNY3R8JB5%2BTUMLPuiS%2FjPUNr07U8yW187YZnlrSZr8PDPdBCvs8uWtdeJxHcKH4rYUhc5SxvGs%2FQIOdN8lTPKVMrj7SCkjvoUSJO7jbxAC%2FhHJnJbE9pD225SET%2FmTh%2Bwr3iKnDGr9FRcwIOWqJKi0ktknVLPHxgqauKWQN4b7WstTXVRp4V%2Fd2Kx7G3krbJiQXzryuwwOqJv4rpaBvq3Lzx7%2FMhhrHxJLE7Yw27G6d3%2BJq2iWr3P5L1QQzCLreNp8sjPDBjStixj1OT%2BvUJUOEzwKKBwf%2FstZSC7HJOCYcxNDUxqY7g60dFiBdPxTSuvYOb67FAYBAGpxy2zgNMJa1at1GSrSd0QKFSqyqIpilcAEJCYE7buIKhzDfp6Y5Zq42WobtISlGzjeAT36cSMbm9rziBVBqwu5dXAb9Rrwm1rHscboRVVIidSlPOZBN6V54TTL6u%2FzFsqKiG7CmVWH%2BJffZiakNt%2BeBwJo8CaHVQ0CnR2stSOYxvU2Y6hEEwGxc1AZfON9sL4VRAH%2BsMDObarUodGweR8Q%3D%3D&nvMid=29030415586&catId=50000248,1
23,Apple 아이폰 13 256GB [SKT],"1,177,700원",https://cr.shopping.naver.com/adcr.nhn?x=qXhulIoCAGsE9yACee1X7f%2F%2F%2Fw%3D%3Ds8%2FgE7Ux%2F3XN%2FXb9U8RiQvS7h8kMA06alQy7txLlEnSGGgjNtjvRyY8TaEm3AQ5Uwo0pQLy%2BnzssyzjlnUwK0MBKE3%2BHwvJqDiq6s6xuLU4h0%2Bb5WUnpAirsGx%2FtN07sA%2FyrGL%2FXIujRnUyz8RnPozt9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajLgV6R7Mz7tF8VQRt5RiVTs2NmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjVobe4PEyKv8NYSxWwSTP3TqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI8uPZdQiZrxJt2SZ0Jf8%2B3k1fNO3DT88IS%2FMl2F0oGWjRcNZN5FF46Jqg7fDWNj5CaPTeOGUw8v%2BnvLogcJgm9rzoAB5CPfNNtftGcprVkT8NDk2nHMP4aHVCx%2FcONoE3uMmntoCe8DFB1UGpHveWqKxW32lOSmcZWZg%2BfdhhgeUQg3sftLx4uFVdmAbpEXzNdzAXjjo9O78YNb9G477hhPMLSGId%2BZ%2FOYAjRfVwLnTYrURI1DeQqeKkuGAeeyo2OZiYqGafOs7n2N4R%2BDbMsODDZvEyfiGJVfqTSZOaTAoyYdHI8FZtQVGFZJxOyBDKc%2B&nvMid=29030181591&catId=50000246,리뷰없음
24,Apple 아이폰 13 512GB [LG U+],판매중단,https://cr.shopping.naver.com/adcr.nhn?x=xk%2BjE0GEH5ct%2FfbzO3i1V%2F%2F%2F%2Fw%3D%3DsRegQsfCJfz2YGH57UKSLVG02tjJmZwx0ZdiNNO%2Bu0LQCYpaXrkpTZ0FTnmqeb1eBN9lwEmlo8xbar82ZUKQyXojkFco8tZCDnugcGDC5H9LJG4Qa4x2VD9pG%2Bx9WgKWsgEJh4zfCayYyMmsFVq42xFVd6Z%2BmZ5fvTALbBBPmfKL392rcVj5mouEkJq8zyckjr4NMc7UaanlMzwVRH6BJyTMYBx1AVSExF%2FJDG79qxZroKerklH7Yg1PDIUUPafxm0JsLPEw5RVyM9BzMOC8eucOmY27ZGze0Q%2BtXRlM4OxtarJoVrbEtunAYIkKGowOqbT%2Bea2PJTaT6Fm%2Ba6zqZObNoujdiiNe5Aky91pn4j%2FIupaBZ3SGN%2BeiYTe%2FLYytTao%2BzYWP9qTdnAnfcwKGlDrHJM06m8XkkoABSxxLFFemOsyh0bwCm%2FIOHaD6%2FrVAHef3xhavT3Av5ZLUWEuT6jKHMN%2BnpjlmrjZahu0hKUbNwYHo4cZZYvF2nvFNDXNP21CQPy8lvmeq5KJtmui9r5o6%2F74bs%2FzNmznhIO5N5zjVqGvdrkrECCWrmH6%2FSXiqHnQZaIL5nKP4BZLRHMQVWiM2OqH9l6YII5ugOGfB4CYY%3D&nvMid=29030296586&catId=50000248,2
25,Apple 아이폰 13 프로 128GB [LG U+],판매중단,https://cr.shopping.naver.com/adcr.nhn?x=Vug8TpdqZE%2BU9SguudJ06v%2F%2F%2Fw%3D%3DsYTdEapeFeNN5NPDqKFUIDbH6wNvK8xjiE%2BQHjO%2Bidj%2BGgjNtjvRyY8TaEm3AQ5UwCc2YecpGuyKbUc7HTff97BKE3%2BHwvJqDiq6s6xuLU4h0%2Bb5WUnpAirsGx%2FtN07sA%2FyrGL%2FXIujRnUyz8RnPozt9%2BKy%2Fm0d%2BgYWHtEf61Jo5CNclKwvLyA%2Fys%2F%2FHPPajL%2FHNuqNLq1In6IsDDJHfZwGNmcbgLr0lu2cCLGgyX7c9vsepmwRk8o%2FCB4DgHhnjVobe4PEyKv8NYSxWwSTP3TqsJF1TG8DXvuOXRWh2aiSE1QmeK3ZPITzKHcbEnR%2BI85P8kXcAo%2BpswEmSb5OIXHcNyq0Gz4jp904LnzTFrQ45cNZN5FF46Jqg7fDWNj5CaMwuyBTN2KFtlawRGj001jlu04kXdaYr69N9dWySazW1Dk2nHMP4aHVCx%2FcONoE3uVxrykmdUCWVn8SXvu0QPtMcC49oW%2FLQviy%2FoVOG9c6zyNHyBUXwWVD2ki0TxnNzy0fqgw4lME0%2FTBGxsRAxGLjxqblUaaZKtahJE1tm0WFGP9ozmdV%2FWs5eTR9VTjChbTquXrPnvwvLsrNkByLP0TPpxDJkUggQm5LJr9%2B0SGTiFbDf4gHI5rSMJU1BWcIOg&nvMid=29030175590&catId=50000248,1
26,Apple 아이폰 13 프로 512GB [LG U+],판매중단,https://cr.shopping.naver.com/adcr.nhn?x=NEzq%2FHh%2FXPHntCSINQjT5%2F%2F%2F%2Fw%3D%3Ds2BEaReS9sPAV9b4PBj4Mu2VefjERQUqIvYcusaR5hr0CYpaXrkpTZ0FTnmqeb1eBE6lw7JDzDjYmnu0iJmUdg4jkFco8tZCDnugcGDC5H9LJG4Qa4x2VD9pG%2Bx9WgKWsgEJh4zfCayYyMmsFVq42xFVd6Z%2BmZ5fvTALbBBPmfKL392rcVj5mouEkJq8zyckj87tCZElSbVnUYpr3ool2NDMYBx1AVSExF%2FJDG79qxZroKerklH7Yg1PDIUUPafxm0JsLPEw5RVyM9BzMOC8eucOmY27ZGze0Q%2BtXRlM4OxtarJoVrbEtunAYIkKGowOqjffy1W%2BdITXKM7ukylmNA7NoujdiiNe5Aky91pn4j%2FIupaBZ3SGN%2BeiYTe%2FLYytTiH5xErv83uEZdGu21omVaLHJM06m8XkkoABSxxLFFemOsyh0bwCm%2FIOHaD6%2FrVAHjjvujtRJ5ocwNbhWNRZLzf%2FNpWB9ed0XZ%2BQGzSrNlO9%2BkXxt9yVwmMB510oiouqgYouQaM55lmW2rJANLCPyVwGE2Dqk7%2F7DptJHBb9246TyjKglvynsJNw%2BtbtCUQpnDwA9YbvzRIfYvKbqyoP%2BjwE0KAaGcmhjIDxXiPYBFw0NUJgJp6CUXauCvW7Y5AjN&nvMid=29030295586&catId=50000248,리뷰없음
